ID_MASTER;Official_Name;Short_Name;Partner_Name reported;Member_Name;Headquarter Location;Member_Type;Member_Type_2;International_Local;Aggregator_operator;Region of activity;Sector
24;Water Resilience Coalition;WRC;Water Resilience Organization;IHG Hostels and Resort;No data;Companies;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;Keurig DrPepper;No data;Companies;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;Levi Strauss & Co.;No data;Companies;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;LG;No data;Companies;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Lloyd's Charities Trust;No data;Companies;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;MARS;No data;Companies;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Mars Incorporated ;No data;Companies;Companies;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Meat Naturally;South Africa;Companies;Companies;International;Operator;Africa;A
24;Water Resilience Coalition;WRC;Water Resilience Organization;Microsoft ;No data;Companies;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Microsoft ;No data;Companies;Companies;International;Operator;Global;No data
13;Just Rural Transition;JRT;Just Rural Transition;Nestlé ;No data;Companies;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;PriceWaterhouse;No data;Companies;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Risk Management Solutions, Inc. (RMS);No data;Companies;Companies;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;SEEDS Trust;No data;Companies;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;Starbucks;No data;Companies;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Swiss Contact;No data;Companies;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Swiss Re;No data;Companies;Companies;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Swiss Re;No data;Companies;Companies;International;Operator;Global;0
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Swiss Re;No data;Companies;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;SYSTEMIQ ;No data;Companies;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;SYSTEMIQ ;No data;Companies;Companies;International;Operator;No data;No data
24;Water Resilience Coalition;WRC;Water Resilience Organization;The Cocacola Company;No data;Companies;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;The Touton Group ;No data;Companies;Companies;International;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Unilever ;No data;Companies;Companies;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Zero Two Heroes;No data;Companies;Companies;International;Operator;No data;No data
8;Global Mangrove Alliance;GMA;Global Mangrove Alliance;ZSL - Let's work for wildlife;London, UK;Companies;Companies;Local;Operator;No data;No data
13;Just Rural Transition;JRT;Just Rural Transition;Southern African Confederation of ;No data;Confederation;Secondary organization;International;Aggregator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;Nexus Somalia NGO Consortium;No data;Consortium;Secondary organization;Local;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Accenture;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;ACCESS Corporate Finance;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Annette Detken, Director, Climate Risk Solutions Management ;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Cambridge econometrics;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Care Earth Trust ;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Carrington Risk Consulting Caterpillar ;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;CLIDE & CO;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Climate KIC Australia;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Climate Policy Initiative;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Climate Policy Initiative;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Climate Risk Solutions Management ;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;E Co. Ldt;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;Enso Impact;No data;Consulting/Auditing;Companies;Local;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;GO Impact. Capital Partners;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Jupiter Intelligence;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;KPMG;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;McKinsey & Company;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Oxford Economics;No data;Consulting/Auditing;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Kasagana-Ka Cooperative;No data;Cooperative;Investors, Finance and Credit Institutions;Local;Operator;No data;No data
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Pedro Moncayo. Cooperativa de Ahora y Crédito;Ecuador;Cooperative;Investors, Finance and Credit Institutions;Local;Operator;Ecuador;Finance
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Caja de Compensanción Familiar de Antioquia (COMFAMA) Computers and Structures Inc;No data;Cooperative;Investors, Finance and Credit Institutions;Local;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Corporación Antioquia Presente;No data;Corporation;Investors, Finance and Credit Institutions;Local;Operator;No data;No data
33;DARAJA (Resurgence);DARAJA;DARAJA (Resurgence);Adrienne Arsht-Rockefeller Foundation Resilience Center at the Atlantic Council ;No data;Council;Non-Governmental Organisations;International;Operator;Global;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Adrienne Arsht-Rockefeller Foundation Resilience Center at the Atlantic Council ;No data;Council;Non-Governmental Organisations;International;Operator;Global;No data
6;Extreme Heat Resilience Alliance;EHRA;Extreme Heat Resilience Alliance;Adrienne Arsht-Rockefeller Foundation Resilience Center at the Atlantic Council ;No data;Council;Non-Governmental Organisations;International;Operator;Global;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Council on Energy, Environment and Water (CEEW);India;Council;Non-Governmental Organisations;International;Operator;Asia;D, E
21;The Climakers;Climakers;The Climakers;European Council of Young Farmers CEJA ;No data;Council;Non-Governmental Organisations;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Human Sciences Research Council (HSRC);South Africa;Council;Non-Governmental Organisations;Local;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Human Sciences Research Council (HSRC);South Africa;Council;Non-Governmental Organisations;Local;Operator;Africa;M
19;Risk-informed Early Action Partnership;REAP;Risk-informed Early Action Partnership;The internation Council of Voluntary Agencies (ICVA);No data;Council;Non-Governmental Organisations;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Moody's;No data;Credit Rating;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;TRUCOST ESG ANALYSIS;No data;Credit Rating;Investors, Finance and Credit Institutions;International;Operator;No data;No data
27;Adaptation Research Alliance;ARA;Adaptation Research Alliance;Dialogue on Shelter for the Homeless in Zimbabwe Trust;Zimbabwe;Dialogue;Secondary organization;International;Aggregator;Africa;F, I
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Ashoka;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Bohemian Foundation;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Draper Richards Kaplan Foundation;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Echoing Green;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Flora Family Foundation;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Mulago Foundation;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
18;Climate Resilient Housing;CRH;Climate Resilient Housing;Schwab Foundation for Social Entrepreneurship Skoll Foundation;No data;Entrepreneurship ;Companies;International;Operator;No data;No data
21;The Climakers;Climakers;The Climakers;Eastern Africa Farmers Federation EAFF ;No data;Federation;Secondary organization;International;Aggregator;No data;No data
7;Global Evergreening Alliance;GEGA;Global Evergreening Alliance;European Agroforestry Federation (EURAF);No data;Federation;Secondary organization;International;Aggregator;No data;No data
21;The Climakers;Climakers;The Climakers;International Seed Federation ISF ;No data;Federation;Secondary organization;International;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Lion's Head. Global Partners;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Aggregator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;abrdb;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;ASEI;Salvador;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Salvador;Finance
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Australian Super;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;Aware super;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;AXA XL;Europa;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Global;Financial and insurance activities
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;B Capital Partners;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
14;Ocean Risk and Resilience Action Alliance;ORRAA;Ocean Risk and Resilience Action Alliance;Blue Green Future;North America;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;Global;0
26;Coalition for Climate Resilient Investment;CCRI;Coalition for Climate Resilient Investment;CALSTRS;No data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No data;No data
20;Scale for Resilience Nature-based solutions;S4R;Scale For Resilience;Cauirie - MF;No Data;Financial institutions;Investors, Finance and Credit Institutions;International;Operator;No Data;Finance
